CUSIP,mid,bidofferspread
912828M80,99-005,0-00+
912828M80,99-006,0-002
912828M80,99-007,0-00+
912828M80,99-010,0-002
912828M80,99-011,0-00+
912828M80,99-012,0-002
912828M80,99-013,0-00+
912828M80,99-01+,0-002
912828M80,99-015,0-00+
912828M80,99-016,0-002
912828M80,99-017,0-00+
912828M80,99-020,0-002
912828M80,99-021,0-00+
912828M80,99-022,0-002
912828M80,99-023,0-00+
912828M80,99-02+,0-002
912828M80,99-025,0-00+
912828M80,99-026,0-002
912828M80,99-027,0-00+
912828M80,99-030,0-002
912828M80,99-031,0-00+
912828M80,99-032,0-002
912828M80,99-033,0-00+
912828M80,99-03+,0-002
912828M80,99-035,0-00+
912828M80,99-036,0-002
912828M80,99-037,0-00+
912828M80,99-040,0-002
912828M80,99-041,0-00+
912828M80,99-042,0-002
912828M80,99-043,0-00+
912828M80,99-04+,0-002
912828M80,99-045,0-00+
912828M80,99-046,0-002
912828M80,99-047,0-00+
912828M80,99-050,0-002
912828M80,99-051,0-00+
912828M80,99-052,0-002
912828M80,99-053,0-00+
912828M80,99-05+,0-002
912828M80,99-055,0-00+
912828M80,99-056,0-002
912828M80,99-057,0-00+
912828M80,99-060,0-002
912828M80,99-061,0-00+
912828M80,99-062,0-002
912828M80,99-063,0-00+
912828M80,99-06+,0-002
912828M80,99-065,0-00+
912828M80,99-066,0-002
912828M80,99-067,0-00+
912828M80,99-070,0-002
912828M80,99-071,0-00+
912828M80,99-072,0-002
912828M80,99-073,0-00+
912828M80,99-07+,0-002
912828M80,99-075,0-00+
912828M80,99-076,0-002
912828M80,99-077,0-00+
912828M80,99-080,0-002
912828M80,99-081,0-00+
912828M80,99-082,0-002
912828M80,99-083,0-00+
912828M80,99-08+,0-002
912828M80,99-085,0-00+
912828M80,99-086,0-002
912828M80,99-087,0-00+
912828M80,99-090,0-002
912828M80,99-091,0-00+
912828M80,99-092,0-002
912828M80,99-093,0-00+
912828M80,99-09+,0-002
912828M80,99-095,0-00+
912828M80,99-096,0-002
912828M80,99-097,0-00+
912828M80,99-100,0-002
912828M80,99-101,0-00+
912828M80,99-102,0-002
912828M80,99-103,0-00+
912828M80,99-10+,0-002
912828M80,99-105,0-00+
912828M80,99-106,0-002
912828M80,99-107,0-00+
912828M80,99-110,0-002
912828M80,99-111,0-00+
912828M80,99-112,0-002
912828M80,99-113,0-00+
912828M80,99-11+,0-002
912828M80,99-115,0-00+
912828M80,99-116,0-002
912828M80,99-117,0-00+
912828M80,99-120,0-002
912828M80,99-121,0-00+
912828M80,99-122,0-002
912828M80,99-123,0-00+
912828M80,99-12+,0-002
912828M80,99-125,0-00+
912828M80,99-126,0-002
912828M80,99-127,0-00+
912828M80,99-130,0-002
912828M80,99-131,0-00+
912828M80,99-132,0-002
912828M80,99-133,0-00+
912828M80,99-13+,0-002
912828M80,99-135,0-00+
912828M80,99-136,0-002
912828M80,99-137,0-00+
912828M80,99-140,0-002
912828M80,99-141,0-00+
912828M80,99-142,0-002
912828M80,99-143,0-00+
912828M80,99-14+,0-002
912828M80,99-145,0-00+
912828M80,99-146,0-002
912828M80,99-147,0-00+
912828M80,99-150,0-002
912828M80,99-151,0-00+
912828M80,99-152,0-002
912828M80,99-153,0-00+
912828M80,99-15+,0-002
912828M80,99-155,0-00+
912828M80,99-156,0-002
912828M80,99-157,0-00+
912828M80,99-160,0-002
912828M80,99-161,0-00+
912828M80,99-162,0-002
912828M80,99-163,0-00+
912828M80,99-16+,0-002
912828M80,99-165,0-00+
912828M80,99-166,0-002
912828M80,99-167,0-00+
912828M80,99-170,0-002
912828M80,99-171,0-00+
912828M80,99-172,0-002
912828M80,99-173,0-00+
912828M80,99-17+,0-002
912828M80,99-175,0-00+
912828M80,99-176,0-002
912828M80,99-177,0-00+
912828M80,99-180,0-002
912828M80,99-181,0-00+
912828M80,99-182,0-002
912828M80,99-183,0-00+
912828M80,99-18+,0-002
912828M80,99-185,0-00+
912828M80,99-186,0-002
912828M80,99-187,0-00+
912828M80,99-190,0-002
912828M80,99-191,0-00+
912828M80,99-192,0-002
912828M80,99-193,0-00+
912828M80,99-19+,0-002
912828M80,99-195,0-00+
912828M80,99-196,0-002
912828M80,99-197,0-00+
912828M80,99-200,0-002
912828M80,99-201,0-00+
912828M80,99-202,0-002
912828M80,99-203,0-00+
912828M80,99-20+,0-002
912828M80,99-205,0-00+
912828M80,99-206,0-002
912828M80,99-207,0-00+
912828M80,99-210,0-002
912828M80,99-211,0-00+
912828M80,99-212,0-002
912828M80,99-213,0-00+
912828M80,99-21+,0-002
912828M80,99-215,0-00+
912828M80,99-216,0-002
912828M80,99-217,0-00+
912828M80,99-220,0-002
912828M80,99-221,0-00+
912828M80,99-222,0-002
912828M80,99-223,0-00+
912828M80,99-22+,0-002
912828M80,99-225,0-00+
912828M80,99-226,0-002
912828M80,99-227,0-00+
912828M80,99-230,0-002
912828M80,99-231,0-00+
912828M80,99-232,0-002
912828M80,99-233,0-00+
912828M80,99-23+,0-002
912828M80,99-235,0-00+
912828M80,99-236,0-002
912828M80,99-237,0-00+
912828M80,99-240,0-002
912828M80,99-241,0-00+
912828M80,99-242,0-002
912828M80,99-243,0-00+
912828M80,99-24+,0-002
912828M80,99-245,0-00+
912828M80,99-246,0-002
912828M80,99-247,0-00+
912828M80,99-250,0-002
912828M80,99-251,0-00+
912828M80,99-252,0-002
912828M80,99-253,0-00+
912828M80,99-25+,0-002
912828M80,99-255,0-00+
912828M80,99-256,0-002
912828M80,99-257,0-00+
912828M80,99-260,0-002
912828M80,99-261,0-00+
912828M80,99-262,0-002
912828M80,99-263,0-00+
912828M80,99-26+,0-002
912828M80,99-265,0-00+
912828M80,99-266,0-002
912828M80,99-267,0-00+
912828M80,99-270,0-002
912828M80,99-271,0-00+
912828M80,99-272,0-002
912828M80,99-273,0-00+
912828M80,99-27+,0-002
912828M80,99-275,0-00+
912828M80,99-276,0-002
912828M80,99-277,0-00+
912828M80,99-280,0-002
912828M80,99-281,0-00+
912828M80,99-282,0-002
912828M80,99-283,0-00+
912828M80,99-28+,0-002
912828M80,99-285,0-00+
912828M80,99-286,0-002
912828M80,99-287,0-00+
912828M80,99-290,0-002
912828M80,99-291,0-00+
912828M80,99-292,0-002
912828M80,99-293,0-00+
912828M80,99-29+,0-002
912828M80,99-295,0-00+
912828M80,99-296,0-002
912828M80,99-297,0-00+
912828M80,99-300,0-002
912828M80,99-301,0-00+
912828M80,99-302,0-002
912828M80,99-303,0-00+
912828M80,99-30+,0-002
912828M80,99-305,0-00+
912828M80,99-306,0-002
912828M80,99-307,0-00+
912828M80,99-310,0-002
912828M80,99-311,0-00+
912828M80,99-312,0-002
912828M80,99-313,0-00+
912828M80,99-31+,0-002
912828M80,99-315,0-00+
912828M80,99-316,0-002
912828M80,99-317,0-00+
912828M80,100-000,0-002
912828M80,100-001,0-00+
912828M80,100-002,0-002
912828M80,100-003,0-00+
912828M80,100-00+,0-002
912828M80,100-005,0-00+
912828M80,100-006,0-002
912828M80,100-007,0-00+
912828M80,100-010,0-002
912828M80,100-011,0-00+
912828M80,100-012,0-002
912828M80,100-013,0-00+
912828M80,100-01+,0-002
912828M80,100-015,0-00+
912828M80,100-016,0-002
912828M80,100-017,0-00+
912828M80,100-020,0-002
912828M80,100-021,0-00+
912828M80,100-022,0-002
912828M80,100-023,0-00+
912828M80,100-02+,0-002
912828M80,100-025,0-00+
912828M80,100-026,0-002
912828M80,100-027,0-00+
912828M80,100-030,0-002
912828M80,100-031,0-00+
912828M80,100-032,0-002
912828M80,100-033,0-00+
912828M80,100-03+,0-002
912828M80,100-035,0-00+
912828M80,100-036,0-002
912828M80,100-037,0-00+
912828M80,100-040,0-002
912828M80,100-041,0-00+
912828M80,100-042,0-002
912828M80,100-043,0-00+
912828M80,100-04+,0-002
912828M80,100-045,0-00+
912828M80,100-046,0-002
912828M80,100-047,0-00+
912828M80,100-050,0-002
912828M80,100-051,0-00+
912828M80,100-052,0-002
912828M80,100-053,0-00+
912828M80,100-05+,0-002
912828M80,100-055,0-00+
912828M80,100-056,0-002
912828M80,100-057,0-00+
912828M80,100-060,0-002
912828M80,100-061,0-00+
912828M80,100-062,0-002
912828M80,100-063,0-00+
912828M80,100-06+,0-002
912828M80,100-065,0-00+
912828M80,100-066,0-002
912828M80,100-067,0-00+
912828M80,100-070,0-002
912828M80,100-071,0-00+
912828M80,100-072,0-002
912828M80,100-073,0-00+
912828M80,100-07+,0-002
912828M80,100-075,0-00+
912828M80,100-076,0-002
912828M80,100-077,0-00+
912828M80,100-080,0-002
912828M80,100-081,0-00+
912828M80,100-082,0-002
912828M80,100-083,0-00+
912828M80,100-08+,0-002
912828M80,100-085,0-00+
912828M80,100-086,0-002
912828M80,100-087,0-00+
912828M80,100-090,0-002
912828M80,100-091,0-00+
912828M80,100-092,0-002
912828M80,100-093,0-00+
912828M80,100-09+,0-002
912828M80,100-095,0-00+
912828M80,100-096,0-002
912828M80,100-097,0-00+
912828M80,100-100,0-002
912828M80,100-101,0-00+
912828M80,100-102,0-002
912828M80,100-103,0-00+
912828M80,100-10+,0-002
912828M80,100-105,0-00+
912828M80,100-106,0-002
912828M80,100-107,0-00+
912828M80,100-110,0-002
912828M80,100-111,0-00+
912828M80,100-112,0-002
912828M80,100-113,0-00+
912828M80,100-11+,0-002
912828M80,100-115,0-00+
912828M80,100-116,0-002
912828M80,100-117,0-00+
912828M80,100-120,0-002
912828M80,100-121,0-00+
912828M80,100-122,0-002
912828M80,100-123,0-00+
912828M80,100-12+,0-002
912828M80,100-125,0-00+
912828M80,100-126,0-002
912828M80,100-127,0-00+
912828M80,100-130,0-002
912828M80,100-131,0-00+
912828M80,100-132,0-002
912828M80,100-133,0-00+
912828M80,100-13+,0-002
912828M80,100-135,0-00+
912828M80,100-136,0-002
912828M80,100-137,0-00+
912828M80,100-140,0-002
912828M80,100-141,0-00+
912828M80,100-142,0-002
912828M80,100-143,0-00+
912828M80,100-14+,0-002
912828M80,100-145,0-00+
912828M80,100-146,0-002
912828M80,100-147,0-00+
912828M80,100-150,0-002
912828M80,100-151,0-00+
912828M80,100-152,0-002
912828M80,100-153,0-00+
912828M80,100-15+,0-002
912828M80,100-155,0-00+
912828M80,100-156,0-002
912828M80,100-157,0-00+
912828M80,100-160,0-002
912828M80,100-161,0-00+
912828M80,100-162,0-002
912828M80,100-163,0-00+
912828M80,100-16+,0-002
912828M80,100-165,0-00+
912828M80,100-166,0-002
912828M80,100-167,0-00+
912828M80,100-170,0-002
912828M80,100-171,0-00+
912828M80,100-172,0-002
912828M80,100-173,0-00+
912828M80,100-17+,0-002
912828M80,100-175,0-00+
912828M80,100-176,0-002
912828M80,100-177,0-00+
912828M80,100-180,0-002
912828M80,100-181,0-00+
912828M80,100-182,0-002
912828M80,100-183,0-00+
912828M80,100-18+,0-002
912828M80,100-185,0-00+
912828M80,100-186,0-002
912828M80,100-187,0-00+
912828M80,100-190,0-002
912828M80,100-191,0-00+
912828M80,100-192,0-002
912828M80,100-193,0-00+
912828M80,100-19+,0-002
912828M80,100-195,0-00+
912828M80,100-196,0-002
912828M80,100-197,0-00+
912828M80,100-200,0-002
912828M80,100-201,0-00+
912828M80,100-202,0-002
912828M80,100-203,0-00+
912828M80,100-20+,0-002
912828M80,100-205,0-00+
912828M80,100-206,0-002
912828M80,100-207,0-00+
912828M80,100-210,0-002
912828M80,100-211,0-00+
912828M80,100-212,0-002
912828M80,100-213,0-00+
912828M80,100-21+,0-002
912828M80,100-215,0-00+
912828M80,100-216,0-002
912828M80,100-217,0-00+
912828M80,100-220,0-002
912828M80,100-221,0-00+
912828M80,100-222,0-002
912828M80,100-223,0-00+
912828M80,100-22+,0-002
912828M80,100-225,0-00+
912828M80,100-226,0-002
912828M80,100-227,0-00+
912828M80,100-230,0-002
912828M80,100-231,0-00+
912828M80,100-232,0-002
912828M80,100-233,0-00+
912828M80,100-23+,0-002
912828M80,100-235,0-00+
912828M80,100-236,0-002
912828M80,100-237,0-00+
912828M80,100-240,0-002
912828M80,100-241,0-00+
912828M80,100-242,0-002
912828M80,100-243,0-00+
912828M80,100-24+,0-002
912828M80,100-245,0-00+
912828M80,100-246,0-002
912828M80,100-247,0-00+
912828M80,100-250,0-002
912828M80,100-251,0-00+
912828M80,100-252,0-002
912828M80,100-253,0-00+
912828M80,100-25+,0-002
912828M80,100-255,0-00+
912828M80,100-256,0-002
912828M80,100-257,0-00+
912828M80,100-260,0-002
912828M80,100-261,0-00+
912828M80,100-262,0-002
912828M80,100-263,0-00+
912828M80,100-26+,0-002
912828M80,100-265,0-00+
912828M80,100-266,0-002
912828M80,100-267,0-00+
912828M80,100-270,0-002
912828M80,100-271,0-00+
912828M80,100-272,0-002
912828M80,100-273,0-00+
912828M80,100-27+,0-002
912828M80,100-275,0-00+
912828M80,100-276,0-002
912828M80,100-277,0-00+
912828M80,100-280,0-002
912828M80,100-281,0-00+
912828M80,100-282,0-002
912828M80,100-283,0-00+
912828M80,100-28+,0-002
912828M80,100-285,0-00+
912828M80,100-286,0-002
912828M80,100-287,0-00+
912828M80,100-290,0-002
912828M80,100-291,0-00+
912828M80,100-292,0-002
912828M80,100-293,0-00+
912828M80,100-29+,0-002
912828M80,100-295,0-00+
912828M80,100-296,0-002
912828M80,100-297,0-00+
912828M80,100-300,0-002
912828M80,100-301,0-00+
912828M80,100-302,0-002
912828M80,100-303,0-00+
912828M80,100-30+,0-002
912828M80,100-305,0-00+
912828M80,100-306,0-002
912828M80,100-307,0-00+
912828M80,100-310,0-002
912828M80,100-311,0-00+
912828M80,100-312,0-002
912828M80,100-313,0-00+
912828M80,100-31+,0-002
912828M80,100-315,0-00+
912828M80,100-316,0-002
912828M80,100-317,0-00+
912828M80,101-000,0-002
912828M80,100-317,0-00+
912828M80,100-316,0-002
912828M80,100-315,0-00+
912828M80,100-31+,0-002
912828M80,100-313,0-00+
912828M80,100-312,0-002
912828M80,100-311,0-00+
912828M80,100-310,0-002
912828M80,100-307,0-00+
912828M80,100-306,0-002
912828M80,100-305,0-00+
912828M80,100-30+,0-002
912828M80,100-303,0-00+
912828M80,100-302,0-002
912828M80,100-301,0-00+
912828M80,100-300,0-002
912828M80,100-297,0-00+
912828M80,100-296,0-002
912828M80,100-295,0-00+
912828M80,100-29+,0-002
912828M80,100-293,0-00+
912828M80,100-292,0-002
912828M80,100-291,0-00+
912828M80,100-290,0-002
912828M80,100-287,0-00+
912828M80,100-286,0-002
912828M80,100-285,0-00+
912828M80,100-28+,0-002
912828M80,100-283,0-00+
912828M80,100-282,0-002
912828M80,100-281,0-00+
912828M80,100-280,0-002
912828M80,100-277,0-00+
912828M80,100-276,0-002
912828M80,100-275,0-00+
912828M80,100-27+,0-002
912828M80,100-273,0-00+
912828M80,100-272,0-002
912828M80,100-271,0-00+
912828M80,100-270,0-002
912828M80,100-267,0-00+
912828M80,100-266,0-002
912828M80,100-265,0-00+
912828M80,100-26+,0-002
912828M80,100-263,0-00+
912828M80,100-262,0-002
912828M80,100-261,0-00+
912828M80,100-260,0-002
912828M80,100-257,0-00+
912828M80,100-256,0-002
912828M80,100-255,0-00+
912828M80,100-25+,0-002
912828M80,100-253,0-00+
912828M80,100-252,0-002
912828M80,100-251,0-00+
912828M80,100-250,0-002
912828M80,100-247,0-00+
912828M80,100-246,0-002
912828M80,100-245,0-00+
912828M80,100-24+,0-002
912828M80,100-243,0-00+
912828M80,100-242,0-002
912828M80,100-241,0-00+
912828M80,100-240,0-002
912828M80,100-237,0-00+
912828M80,100-236,0-002
912828M80,100-235,0-00+
912828M80,100-23+,0-002
912828M80,100-233,0-00+
912828M80,100-232,0-002
912828M80,100-231,0-00+
912828M80,100-230,0-002
912828M80,100-227,0-00+
912828M80,100-226,0-002
912828M80,100-225,0-00+
912828M80,100-22+,0-002
912828M80,100-223,0-00+
912828M80,100-222,0-002
912828M80,100-221,0-00+
912828M80,100-220,0-002
912828M80,100-217,0-00+
912828M80,100-216,0-002
912828M80,100-215,0-00+
912828M80,100-21+,0-002
912828M80,100-213,0-00+
912828M80,100-212,0-002
912828M80,100-211,0-00+
912828M80,100-210,0-002
912828M80,100-207,0-00+
912828M80,100-206,0-002
912828M80,100-205,0-00+
912828M80,100-20+,0-002
912828M80,100-203,0-00+
912828M80,100-202,0-002
912828M80,100-201,0-00+
912828M80,100-200,0-002
912828M80,100-197,0-00+
912828M80,100-196,0-002
912828M80,100-195,0-00+
912828M80,100-19+,0-002
912828M80,100-193,0-00+
912828M80,100-192,0-002
912828M80,100-191,0-00+
912828M80,100-190,0-002
912828M80,100-187,0-00+
912828M80,100-186,0-002
912828M80,100-185,0-00+
912828M80,100-18+,0-002
912828M80,100-183,0-00+
912828M80,100-182,0-002
912828M80,100-181,0-00+
912828M80,100-180,0-002
912828M80,100-177,0-00+
912828M80,100-176,0-002
912828M80,100-175,0-00+
912828M80,100-17+,0-002
912828M80,100-173,0-00+
912828M80,100-172,0-002
912828M80,100-171,0-00+
912828M80,100-170,0-002
912828M80,100-167,0-00+
912828M80,100-166,0-002
912828M80,100-165,0-00+
912828M80,100-16+,0-002
912828M80,100-163,0-00+
912828M80,100-162,0-002
912828M80,100-161,0-00+
912828M80,100-160,0-002
912828M80,100-157,0-00+
912828M80,100-156,0-002
912828M80,100-155,0-00+
912828M80,100-15+,0-002
912828M80,100-153,0-00+
912828M80,100-152,0-002
912828M80,100-151,0-00+
912828M80,100-150,0-002
912828M80,100-147,0-00+
912828M80,100-146,0-002
912828M80,100-145,0-00+
912828M80,100-14+,0-002
912828M80,100-143,0-00+
912828M80,100-142,0-002
912828M80,100-141,0-00+
912828M80,100-140,0-002
912828M80,100-137,0-00+
912828M80,100-136,0-002
912828M80,100-135,0-00+
912828M80,100-13+,0-002
912828M80,100-133,0-00+
912828M80,100-132,0-002
912828M80,100-131,0-00+
912828M80,100-130,0-002
912828M80,100-127,0-00+
912828M80,100-126,0-002
912828M80,100-125,0-00+
912828M80,100-12+,0-002
912828M80,100-123,0-00+
912828M80,100-122,0-002
912828M80,100-121,0-00+
912828M80,100-120,0-002
912828M80,100-117,0-00+
912828M80,100-116,0-002
912828M80,100-115,0-00+
912828M80,100-11+,0-002
912828M80,100-113,0-00+
912828M80,100-112,0-002
912828M80,100-111,0-00+
912828M80,100-110,0-002
912828M80,100-107,0-00+
912828M80,100-106,0-002
912828M80,100-105,0-00+
912828M80,100-10+,0-002
912828M80,100-103,0-00+
912828M80,100-102,0-002
912828M80,100-101,0-00+
912828M80,100-100,0-002
912828M80,100-097,0-00+
912828M80,100-096,0-002
912828M80,100-095,0-00+
912828M80,100-09+,0-002
912828M80,100-093,0-00+
912828M80,100-092,0-002
912828M80,100-091,0-00+
912828M80,100-090,0-002
912828M80,100-087,0-00+
912828M80,100-086,0-002
912828M80,100-085,0-00+
912828M80,100-08+,0-002
912828M80,100-083,0-00+
912828M80,100-082,0-002
912828M80,100-081,0-00+
912828M80,100-080,0-002
912828M80,100-077,0-00+
912828M80,100-076,0-002
912828M80,100-075,0-00+
912828M80,100-07+,0-002
912828M80,100-073,0-00+
912828M80,100-072,0-002
912828M80,100-071,0-00+
912828M80,100-070,0-002
912828M80,100-067,0-00+
912828M80,100-066,0-002
912828M80,100-065,0-00+
912828M80,100-06+,0-002
912828M80,100-063,0-00+
912828M80,100-062,0-002
912828M80,100-061,0-00+
912828M80,100-060,0-002
912828M80,100-057,0-00+
912828M80,100-056,0-002
912828M80,100-055,0-00+
912828M80,100-05+,0-002
912828M80,100-053,0-00+
912828M80,100-052,0-002
912828M80,100-051,0-00+
912828M80,100-050,0-002
912828M80,100-047,0-00+
912828M80,100-046,0-002
912828M80,100-045,0-00+
912828M80,100-04+,0-002
912828M80,100-043,0-00+
912828M80,100-042,0-002
912828M80,100-041,0-00+
912828M80,100-040,0-002
912828M80,100-037,0-00+
912828M80,100-036,0-002
912828M80,100-035,0-00+
912828M80,100-03+,0-002
912828M80,100-033,0-00+
912828M80,100-032,0-002
912828M80,100-031,0-00+
912828M80,100-030,0-002
912828M80,100-027,0-00+
912828M80,100-026,0-002
912828M80,100-025,0-00+
912828M80,100-02+,0-002
912828M80,100-023,0-00+
912828M80,100-022,0-002
912828M80,100-021,0-00+
912828M80,100-020,0-002
912828M80,100-017,0-00+
912828M80,100-016,0-002
912828M80,100-015,0-00+
912828M80,100-01+,0-002
912828M80,100-013,0-00+
912828M80,100-012,0-002
912828M80,100-011,0-00+
912828M80,100-010,0-002
912828M80,100-007,0-00+
912828M80,100-006,0-002
912828M80,100-005,0-00+
912828M80,100-00+,0-002
912828M80,100-003,0-00+
912828M80,100-002,0-002
912828M80,100-001,0-00+
912828M80,100-000,0-002
912828M80,99-317,0-00+
912828M80,99-316,0-002
912828M80,99-315,0-00+
912828M80,99-31+,0-002
912828M80,99-313,0-00+
912828M80,99-312,0-002
912828M80,99-311,0-00+
912828M80,99-310,0-002
912828M80,99-307,0-00+
912828M80,99-306,0-002
912828M80,99-305,0-00+
912828M80,99-30+,0-002
912828M80,99-303,0-00+
912828M80,99-302,0-002
912828M80,99-301,0-00+
912828M80,99-300,0-002
912828M80,99-297,0-00+
912828M80,99-296,0-002
912828M80,99-295,0-00+
912828M80,99-29+,0-002
912828M80,99-293,0-00+
912828M80,99-292,0-002
912828M80,99-291,0-00+
912828M80,99-290,0-002
912828M80,99-287,0-00+
912828M80,99-286,0-002
912828M80,99-285,0-00+
912828M80,99-28+,0-002
912828M80,99-283,0-00+
912828M80,99-282,0-002
912828M80,99-281,0-00+
912828M80,99-280,0-002
912828M80,99-277,0-00+
912828M80,99-276,0-002
912828M80,99-275,0-00+
912828M80,99-27+,0-002
912828M80,99-273,0-00+
912828M80,99-272,0-002
912828M80,99-271,0-00+
912828M80,99-270,0-002
912828M80,99-267,0-00+
912828M80,99-266,0-002
912828M80,99-265,0-00+
912828M80,99-26+,0-002
912828M80,99-263,0-00+
912828M80,99-262,0-002
912828M80,99-261,0-00+
912828M80,99-260,0-002
912828M80,99-257,0-00+
912828M80,99-256,0-002
912828M80,99-255,0-00+
912828M80,99-25+,0-002
912828M80,99-253,0-00+
912828M80,99-252,0-002
912828M80,99-251,0-00+
912828M80,99-250,0-002
912828M80,99-247,0-00+
912828M80,99-246,0-002
912828M80,99-245,0-00+
912828M80,99-24+,0-002
912828M80,99-243,0-00+
912828M80,99-242,0-002
912828M80,99-241,0-00+
912828M80,99-240,0-002
912828M80,99-237,0-00+
912828M80,99-236,0-002
912828M80,99-235,0-00+
912828M80,99-23+,0-002
912828M80,99-233,0-00+
912828M80,99-232,0-002
912828M80,99-231,0-00+
912828M80,99-230,0-002
912828M80,99-227,0-00+
912828M80,99-226,0-002
912828M80,99-225,0-00+
912828M80,99-22+,0-002
912828M80,99-223,0-00+
912828M80,99-222,0-002
912828M80,99-221,0-00+
912828M80,99-220,0-002
912828M80,99-217,0-00+
912828M80,99-216,0-002
912828M80,99-215,0-00+
912828M80,99-21+,0-002
912828M80,99-213,0-00+
912828M80,99-212,0-002
912828M80,99-211,0-00+
912828M80,99-210,0-002
912828M80,99-207,0-00+
912828M80,99-206,0-002
912828M80,99-205,0-00+
912828M80,99-20+,0-002
912828M80,99-203,0-00+
912828M80,99-202,0-002
912828M80,99-201,0-00+
912828M80,99-200,0-002
912828M80,99-197,0-00+
912828M80,99-196,0-002
912828M80,99-195,0-00+
912828M80,99-19+,0-002
912828M80,99-193,0-00+
912828M80,99-192,0-002
912828M80,99-191,0-00+
912828M80,99-190,0-002
912828M80,99-187,0-00+
912828M80,99-186,0-002
912828M80,99-185,0-00+
912828M80,99-18+,0-002
912828M80,99-183,0-00+
912828M80,99-182,0-002
912828M80,99-181,0-00+
912828M80,99-180,0-002
912828M80,99-177,0-00+
912828M80,99-176,0-002
912828M80,99-175,0-00+
912828M80,99-17+,0-002
912828M80,99-173,0-00+
912828M80,99-172,0-002
912828M80,99-171,0-00+
912828M80,99-170,0-002
912828M80,99-167,0-00+
912828M80,99-166,0-002
912828M80,99-165,0-00+
912828M80,99-16+,0-002
912828M80,99-163,0-00+
912828M80,99-162,0-002
912828M80,99-161,0-00+
912828M80,99-160,0-002
912828M80,99-157,0-00+
912828M80,99-156,0-002
912828M80,99-155,0-00+
912828M80,99-15+,0-002
912828M80,99-153,0-00+
912828M80,99-152,0-002
912828M80,99-151,0-00+
912828M80,99-150,0-002
912828M80,99-147,0-00+
912828M80,99-146,0-002
912828M80,99-145,0-00+
912828M80,99-14+,0-002
912828M80,99-143,0-00+
912828M80,99-142,0-002
912828M80,99-141,0-00+
912828M80,99-140,0-002
912828M80,99-137,0-00+
912828M80,99-136,0-002
912828M80,99-135,0-00+
912828M80,99-13+,0-002
912828M80,99-133,0-00+
912828M80,99-132,0-002
912828M80,99-131,0-00+
912828M80,99-130,0-002
912828M80,99-127,0-00+
912828M80,99-126,0-002
912828M80,99-125,0-00+
912828M80,99-12+,0-002
912828M80,99-123,0-00+
912828M80,99-122,0-002
912828M80,99-121,0-00+
912828M80,99-120,0-002
912828M80,99-117,0-00+
912828M80,99-116,0-002
912828M80,99-115,0-00+
912828M80,99-11+,0-002
912828M80,99-113,0-00+
912828M80,99-112,0-002
912828M80,99-111,0-00+
912828M80,99-110,0-002
912828M80,99-107,0-00+
912828M80,99-106,0-002
912828M80,99-105,0-00+
912828M80,99-10+,0-002
912828M80,99-103,0-00+
912828M80,99-102,0-002
912828M80,99-101,0-00+
912828M80,99-100,0-002
912828M80,99-097,0-00+
912828M80,99-096,0-002
912828M80,99-095,0-00+
912828M80,99-09+,0-002
912828M80,99-093,0-00+
912828M80,99-092,0-002
912828M80,99-091,0-00+
912828M80,99-090,0-002
912828M80,99-087,0-00+
912828M80,99-086,0-002
912828M80,99-085,0-00+
912828M80,99-08+,0-002
912828M80,99-083,0-00+
912828M80,99-082,0-002
912828M80,99-081,0-00+
912828M80,99-080,0-002
912828M80,99-077,0-00+
912828M80,99-076,0-002
912828M80,99-075,0-00+
912828M80,99-07+,0-002
912828M80,99-073,0-00+
912828M80,99-072,0-002
912828M80,99-071,0-00+
912828M80,99-070,0-002
912828M80,99-067,0-00+
912828M80,99-066,0-002
912828M80,99-065,0-00+
912828M80,99-06+,0-002
912828M80,99-063,0-00+
912828M80,99-062,0-002
912828M80,99-061,0-00+
912828M80,99-060,0-002
912828M80,99-057,0-00+
912828M80,99-056,0-002
912828M80,99-055,0-00+
912828M80,99-05+,0-002
912828M80,99-053,0-00+
912828M80,99-052,0-002
912828M80,99-051,0-00+
912828M80,99-050,0-002
912828M80,99-047,0-00+
912828M80,99-046,0-002
912828M80,99-045,0-00+
912828M80,99-04+,0-002
912828M80,99-043,0-00+
912828M80,99-042,0-002
912828M80,99-041,0-00+
912828M80,99-040,0-002
912828M80,99-037,0-00+
912828M80,99-036,0-002
912828M80,99-035,0-00+
912828M80,99-03+,0-002
912828M80,99-033,0-00+
912828M80,99-032,0-002
912828M80,99-031,0-00+
912828M80,99-030,0-002
912828M80,99-027,0-00+
912828M80,99-026,0-002
912828M80,99-025,0-00+
912828M80,99-02+,0-002
912828M80,99-023,0-00+
912828M80,99-022,0-002
912828M80,99-021,0-00+
912828M80,99-020,0-002
912828M80,99-017,0-00+
912828M80,99-016,0-002
912828M80,99-015,0-00+
912828M80,99-01+,0-002
912828M80,99-013,0-00+
912828M80,99-012,0-002
912828M80,99-011,0-00+
912828M80,99-010,0-002
912828M80,99-007,0-00+
912828M80,99-006,0-002
912828M80,99-005,0-00+
912828M80,99-00+,0-002
912828M80,99-003,0-00+
912828M80,99-002,0-002
912828M80,99-001,0-00+
912828M56,99-000,0-002
912828M56,99-001,0-00+
912828M56,99-002,0-002
912828M56,99-003,0-00+
912828M56,99-00+,0-002
912828M56,99-005,0-00+
912828M56,99-006,0-002
